Data,Produto,Categoria,Quantidade,Tipo,Valor Unitário,Custo,Canal de Venda,Método de Pagamento,Estado,Município
2013-11-07 16:27:15,Impressora Epson,Impressora,3,Venda,638.72,223.01,Loja Física,Transferência Bancária,GO,Rio Quente
2013-11-07 16:48:00,Notebook Dell,Notebook,1,Compra,2426.93,906.86,Loja Física,A Vista,RJ,São José do Vale do Rio Preto
2013-11-11 09:19:28,Impressora Epson,Impressora,4,Compra,774.56,258.42,Loja Física,Transferência Bancária,RS,Jóia
2013-11-11 09:46:21,Computador Dell,Computador,5,Venda,2717.83,1960.59,Distribuidor,Transferência Bancária,PB,Várzea
2013-11-11 10:12:31,Monitor BenQ,Monitor,5,Venda,676.79,209.49,Loja Física,A Vista,AM,Tonantins
2013-11-11 10:37:58,Mouse Multilaser,Mouse,2,Compra,919.25,638.69,Loja Física,Boleto,AP,Pracuúba
2013-11-11 10:47:21,Notebook Lenovo,Notebook,4,Compra,3215.59,1633.99,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2013-11-11 10:52:13,HD Externo Seagate,Armazenamento,3,Venda,142.72,76.36,Distribuidor,Boleto,MS,Juti
2013-11-11 11:18:42,Computador Dell,Computador,3,Venda,6314.48,3291.03,Loja Física,Transferência Bancária,MA,Zé Doca
2013-11-11 14:00:41,Monitor Samsung,Monitor,4,Venda,962.83,566.11,Online,A Vista,RJ,São José do Vale do Rio Preto
2013-11-11 14:39:56,Notebook Lenovo,Notebook,4,Compra,1639.76,1331.99,Distribuidor,Boleto,MS,Juti
2013-11-11 14:40:57,Notebook Samsung,Notebook,1,Compra,2539.61,1657.31,Loja Física,A Vista,RR,São Luiz
2013-11-11 15:40:23,Computador Apple,Computador,5,Compra,9665.86,7036.24,Distribuidor,Boleto,PB,Várzea
2013-11-11 15:51:21,Mouse Multilaser,Mouse,3,Compra,220.5,133.76,Online,Boleto,AC,Santa Rosa do Purus
2013-11-11 16:07:54,Monitor Dell,Monitor,1,Venda,508.67,240.21,Online,Boleto,DF,Brasília
2013-11-12 11:24:22,Monitor BenQ,Monitor,2,Venda,1565.7,1067.69,Distribuidor,Boleto,SC,Tunápolis
2013-11-12 15:50:05,Computador Dell,Computador,2,Venda,10706.5,6936.54,Loja Física,Boleto,DF,Brasília
2013-11-13 15:27:25,Teclado Microsoft,Teclado,4,Compra,335.98,124.94,Loja Física,A Vista,ES,Governador Lindenberg
2013-11-15 10:23:28,Monitor BenQ,Monitor,3,Compra,2330.19,1579.06,Online,Transferência Bancária,RN,Baraúna
2013-11-18 12:14:09,Monitor Dell,Monitor,1,Venda,1943.44,1295.64,Online,Boleto,AC,Santa Rosa do Purus
2013-11-18 12:28:50,Monitor Asus ROG,Monitor,1,Venda,829.01,299.9,Distribuidor,Boleto,SE,Umbaúba
2013-11-18 13:30:54,Monitor Dell,Monitor,4,Compra,1822.9,914.36,Loja Física,Boleto,AP,Pracuúba
2013-11-18 13:37:23,HD Externo Western Digital,Armazenamento,2,Venda,504.2,414.06,Online,Boleto,RN,Baraúna
2013-11-18 13:43:10,Impressora HP,Impressora,1,Venda,941.48,665.66,Online,Boleto,CE,Quiterianópolis
2013-11-18 15:45:48,Notebook Asus,Notebook,4,Venda,1169.86,515.18,Loja Física,Cartão de Crédito,RN,Baraúna
2013-11-20 13:43:45,Mouse Logitech,Mouse,5,Compra,218.76,107.29,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2013-11-20 14:04:50,Monitor BenQ,Monitor,5,Compra,1903.23,661.44,Distribuidor,A Vista,GO,Rio Quente
2013-11-20 14:56:08,Monitor BenQ,Monitor,4,Compra,1443.14,694.92,Distribuidor,Boleto,RR,São Luiz
2013-11-21 10:24:56,HD Externo Western Digital,Armazenamento,3,Venda,196.51,137.02,Loja Física,Boleto,PR,Fazenda Rio Grande
2013-11-21 10:48:57,Notebook Lenovo,Notebook,5,Venda,1787.12,1456.5,Distribuidor,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2013-11-22 09:38:26,Impressora Epson,Impressora,2,Compra,553.57,466.0,Loja Física,Boleto,RS,Jóia
2013-11-22 12:31:33,Notebook Dell,Notebook,5,Venda,2810.3,2192.72,Distribuidor,Transferência Bancária,RS,Jóia
2013-11-22 14:36:12,HD Externo Seagate,Armazenamento,5,Venda,324.4,204.97,Distribuidor,A Vista,GO,Rio Quente
2013-11-25 09:05:38,Mouse Multilaser,Mouse,3,Compra,928.47,509.94,Distribuidor,Cartão de Crédito,DF,Brasília
2013-11-25 10:11:53,Computador Apple,Computador,1,Compra,9021.26,6791.45,Online,Cartão de Crédito,RO,Corumbiara
2013-11-25 11:08:49,Mouse Logitech,Mouse,3,Compra,813.99,254.41,Distribuidor,A Vista,RO,Corumbiara
2013-11-25 13:56:25,Mouse Multilaser,Mouse,3,Venda,859.07,552.66,Loja Física,A Vista,RO,Corumbiara
2013-11-25 15:00:59,Monitor Dell,Monitor,1,Compra,1141.14,739.54,Online,Cartão de Crédito,RS,Jóia
2013-11-25 15:50:03,Teclado Microsoft,Teclado,5,Venda,381.69,149.25,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2013-11-26 11:15:52,Monitor BenQ,Monitor,2,Compra,973.82,333.99,Distribuidor,Transferência Bancária,RJ,São José do Vale do Rio Preto
2013-11-26 14:01:09,Mouse Redragon,Mouse,2,Compra,894.12,734.96,Loja Física,Cartão de Crédito,AP,Pracuúba
2013-11-27 13:10:25,Teclado Microsoft,Teclado,4,Compra,959.79,395.78,Loja Física,A Vista,RJ,São José do Vale do Rio Preto
2013-11-28 13:15:29,HD Externo SanDisk,Armazenamento,4,Compra,380.79,277.86,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2013-11-28 16:24:23,Notebook Dell,Notebook,5,Venda,3227.56,981.82,Online,Cartão de Crédito,PR,Fazenda Rio Grande
2013-11-28 16:41:19,Notebook Acer,Notebook,2,Venda,2034.93,726.38,Distribuidor,Cartão de Crédito,RN,Baraúna
2013-11-29 09:28:06,Monitor Dell,Monitor,3,Venda,1824.04,1526.97,Loja Física,Cartão de Crédito,ES,Governador Lindenberg
2013-11-29 13:05:28,Mouse Redragon,Mouse,5,Compra,523.3,364.24,Loja Física,Boleto,DF,Brasília
2013-12-02 11:08:54,HD Externo Seagate,Armazenamento,2,Compra,234.9,73.59,Online,A Vista,AM,Tonantins
2013-12-02 13:25:58,Impressora Samsung,Impressora,2,Compra,878.56,312.53,Distribuidor,Cartão de Crédito,MS,Juti
2013-12-03 13:26:50,Impressora Brother,Impressora,4,Compra,1694.89,893.95,Loja Física,Cartão de Crédito,SE,Umbaúba
2013-12-03 14:46:53,Monitor Samsung,Monitor,1,Compra,1395.02,722.68,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2013-12-03 16:45:12,HD Externo Western Digital,Armazenamento,5,Compra,190.49,66.76,Online,A Vista,SE,Umbaúba
2013-12-03 16:51:08,Computador Lenovo,Computador,3,Venda,8883.67,6071.12,Distribuidor,A Vista,RO,Corumbiara
2013-12-04 11:08:07,HD Externo SanDisk,Armazenamento,4,Compra,514.89,306.84,Distribuidor,A Vista,MG,Itaú de Minas
2013-12-05 11:04:22,Impressora Samsung,Impressora,3,Venda,1503.15,1103.96,Loja Física,Transferência Bancária,RS,Jóia
2013-12-05 13:01:25,Computador HP,Computador,4,Compra,11166.4,8047.69,Loja Física,Transferência Bancária,MS,Juti
2013-12-09 09:05:47,Teclado Radragon,Teclado,4,Compra,1169.57,557.66,Distribuidor,Cartão de Crédito,CE,Quiterianópolis
2013-12-09 10:01:17,Notebook Asus,Notebook,4,Compra,2558.81,1219.98,Distribuidor,Boleto,MT,Nova Mutum
2013-12-09 10:38:47,Monitor Asus ROG,Monitor,3,Compra,2436.73,1987.85,Loja Física,Boleto,PA,Mojuí dos Campos
2013-12-09 12:57:19,Notebook Samsung,Notebook,4,Compra,2582.06,889.92,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2013-12-09 15:19:23,Computador Apple,Computador,2,Compra,3828.03,1495.51,Distribuidor,Boleto,RJ,São José do Vale do Rio Preto
2013-12-11 14:32:04,Teclado Corsair,Teclado,3,Compra,604.52,374.17,Online,Boleto,SC,Tunápolis
2013-12-11 15:35:54,HD Externo Adata,Armazenamento,1,Venda,535.09,427.3,Loja Física,Transferência Bancária,PE,Fernando de Noronha
2013-12-11 16:46:40,Computador Lenovo,Computador,1,Venda,9477.23,5144.71,Distribuidor,Transferência Bancária,AP,Pracuúba
2013-12-12 11:38:46,Impressora HP,Impressora,5,Compra,986.4,462.08,Online,Boleto,AP,Pracuúba
2013-12-12 15:48:34,Monitor Asus ROG,Monitor,2,Venda,1134.23,948.87,Loja Física,A Vista,AC,Santa Rosa do Purus
2013-12-12 16:38:21,Monitor Asus ROG,Monitor,1,Venda,1918.37,1219.07,Distribuidor,Cartão de Crédito,DF,Brasília
2013-12-13 10:18:04,HD Externo Adata,Armazenamento,3,Compra,512.39,305.29,Online,A Vista,GO,Rio Quente
2013-12-13 10:18:36,Computador Lenovo,Computador,3,Compra,2692.78,2168.76,Online,Cartão de Crédito,CE,Quiterianópolis
2013-12-16 09:03:52,Monitor Asus ROG,Monitor,1,Venda,574.63,268.56,Loja Física,Boleto,AC,Santa Rosa do Purus
2013-12-16 11:17:00,Teclado Microsoft,Teclado,4,Compra,491.87,187.97,Online,Cartão de Crédito,RS,Jóia
2013-12-16 12:56:18,Mouse Redragon,Mouse,1,Compra,442.92,274.59,Online,A Vista,MS,Juti
2013-12-16 13:39:51,Notebook Acer,Notebook,4,Venda,778.09,234.83,Loja Física,Cartão de Crédito,GO,Rio Quente
2013-12-16 14:12:40,Notebook Acer,Notebook,1,Compra,2827.98,1857.64,Online,Transferência Bancária,RR,São Luiz
2013-12-16 14:20:38,Teclado Microsoft,Teclado,2,Compra,478.35,335.99,Loja Física,Boleto,BA,Jaborandi
2013-12-16 16:00:34,HD Externo SanDisk,Armazenamento,3,Compra,227.08,131.85,Online,Boleto,RR,São Luiz
2013-12-16 16:14:46,Mouse Redragon,Mouse,1,Compra,640.51,332.75,Online,Boleto,GO,Rio Quente
2013-12-16 16:22:35,Computador Apple,Computador,1,Venda,10433.14,5525.32,Distribuidor,Boleto,PB,Várzea
2013-12-17 14:17:54,Notebook Asus,Notebook,4,Venda,3268.41,2138.33,Distribuidor,Cartão de Crédito,SE,Umbaúba
2013-12-18 13:40:57,Monitor LG,Monitor,4,Venda,1048.65,778.83,Distribuidor,A Vista,RO,Corumbiara
2013-12-19 09:00:23,Notebook Asus,Notebook,4,Venda,804.35,609.55,Online,Transferência Bancária,SE,Umbaúba
2013-12-19 09:01:46,Teclado Microsoft,Teclado,5,Venda,1175.94,945.58,Loja Física,A Vista,MT,Nova Mutum
2013-12-19 12:06:42,Mouse Logitech,Mouse,1,Compra,1086.75,810.85,Loja Física,Transferência Bancária,RJ,São José do Vale do Rio Preto
2013-12-19 14:00:06,Teclado Radragon,Teclado,4,Compra,500.27,403.86,Online,Transferência Bancária,AP,Pracuúba
2013-12-20 12:01:03,Monitor AOC,Monitor,1,Venda,702.43,284.66,Loja Física,Transferência Bancária,PE,Fernando de Noronha
2013-12-23 09:59:56,Monitor AOC,Monitor,1,Venda,1105.12,354.39,Distribuidor,Transferência Bancária,AM,Tonantins
2013-12-23 11:35:11,Impressora Epson,Impressora,5,Compra,1488.97,1202.28,Online,Boleto,PB,Várzea
2013-12-23 12:27:16,Mouse Multilaser,Mouse,1,Compra,518.72,184.73,Online,A Vista,RN,Baraúna
2013-12-23 13:16:32,Impressora Samsung,Impressora,1,Compra,1717.12,1366.46,Loja Física,Cartão de Crédito,AP,Pracuúba
2013-12-23 13:17:08,Notebook Acer,Notebook,3,Venda,1467.91,1160.95,Loja Física,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2013-12-23 15:01:42,Teclado Microsoft,Teclado,5,Venda,1215.23,403.04,Loja Física,Boleto,TO,Palmas
2013-12-23 15:44:20,Teclado Radragon,Teclado,1,Compra,990.01,840.36,Loja Física,Boleto,AC,Santa Rosa do Purus
2013-12-24 11:53:56,Monitor Samsung,Monitor,1,Venda,474.99,194.31,Distribuidor,A Vista,MS,Juti
2013-12-24 12:34:51,Mouse Razer,Mouse,4,Compra,323.72,273.9,Distribuidor,A Vista,RJ,São José do Vale do Rio Preto
2013-12-24 14:34:08,Mouse Razer,Mouse,5,Venda,1138.79,637.25,Loja Física,Transferência Bancária,AP,Pracuúba
2013-12-24 16:44:21,Computador Lenovo,Computador,1,Compra,5698.64,2537.4,Distribuidor,Transferência Bancária,SE,Umbaúba
2013-12-25 09:50:26,Teclado Corsair,Teclado,1,Venda,337.57,253.1,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2013-12-25 16:51:25,Teclado Microsoft,Teclado,5,Venda,672.32,272.08,Online,Cartão de Crédito,DF,Brasília
2013-12-26 09:50:01,Monitor BenQ,Monitor,5,Compra,828.62,550.55,Distribuidor,Transferência Bancária,CE,Quiterianópolis
2013-12-26 10:35:56,Monitor Samsung,Monitor,4,Venda,1043.98,574.7,Online,A Vista,AM,Tonantins
2013-12-26 11:10:09,Monitor AOC,Monitor,4,Compra,2184.4,865.59,Loja Física,A Vista,SE,Umbaúba
2013-12-26 11:33:37,Notebook Samsung,Notebook,3,Venda,1176.58,423.15,Distribuidor,Cartão de Crédito,SP,Vargem Grande Paulista
2013-12-26 13:36:48,HD Externo Western Digital,Armazenamento,4,Compra,324.54,240.4,Online,Transferência Bancária,MA,Zé Doca
2013-12-27 09:06:08,Impressora Samsung,Impressora,5,Venda,889.38,288.05,Loja Física,A Vista,PE,Fernando de Noronha
2013-12-27 10:48:17,Notebook Asus,Notebook,5,Venda,2442.78,863.95,Distribuidor,A Vista,RJ,São José do Vale do Rio Preto
2013-12-27 15:31:03,Mouse Razer,Mouse,2,Compra,568.93,342.25,Online,Cartão de Crédito,MG,Itaú de Minas
2013-12-30 09:09:06,Monitor AOC,Monitor,3,Compra,2329.66,1516.2,Loja Física,Transferência Bancária,ES,Governador Lindenberg
2013-12-30 10:11:28,Impressora HP,Impressora,5,Venda,795.25,386.32,Online,Transferência Bancária,DF,Brasília
2013-12-30 10:51:18,HD Externo Adata,Armazenamento,3,Compra,203.82,135.05,Online,Cartão de Crédito,AL,Senador Rui Palmeira
2013-12-30 12:26:27,Monitor BenQ,Monitor,3,Compra,2331.5,1394.58,Loja Física,Cartão de Crédito,PE,Fernando de Noronha
2013-12-30 12:31:22,Teclado Microsoft,Teclado,3,Venda,1023.6,693.43,Loja Física,Cartão de Crédito,DF,Brasília
2013-12-30 12:31:52,Teclado Radragon,Teclado,5,Venda,776.57,565.23,Loja Física,A Vista,RO,Corumbiara
2013-12-30 15:01:16,Notebook Asus,Notebook,4,Venda,3326.17,1457.58,Distribuidor,Cartão de Crédito,AC,Santa Rosa do Purus
2013-12-30 16:16:02,Mouse C3Teck,Mouse,3,Compra,224.86,130.58,Distribuidor,Boleto,RO,Corumbiara
2013-12-31 12:13:50,Computador HP,Computador,2,Venda,11028.78,6656.47,Loja Física,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2013-12-31 15:47:58,Monitor Dell,Monitor,2,Compra,1976.74,1280.66,Distribuidor,Transferência Bancária,AM,Tonantins
2014-01-01 10:10:09,Impressora Epson,Impressora,5,Venda,389.42,161.51,Online,A Vista,AL,Senador Rui Palmeira
2014-01-01 12:44:45,Impressora Brother,Impressora,2,Venda,840.89,349.85,Online,Transferência Bancária,PA,Mojuí dos Campos
2014-01-01 15:39:22,Teclado Radragon,Teclado,1,Venda,289.07,90.5,Distribuidor,Cartão de Crédito,SE,Umbaúba
2014-01-02 15:09:37,Notebook Acer,Notebook,1,Venda,2681.51,1518.23,Loja Física,Boleto,RS,Jóia
2014-01-03 12:04:12,Computador Apple,Computador,3,Compra,12190.68,6136.23,Distribuidor,Transferência Bancária,MT,Nova Mutum
2014-01-03 14:00:05,HD Externo SanDisk,Armazenamento,2,Venda,458.26,163.01,Online,Boleto,ES,Governador Lindenberg
2014-01-03 15:39:18,Monitor AOC,Monitor,3,Compra,959.72,741.27,Distribuidor,Boleto,PI,Alagoinha do Piauí
2014-01-06 12:04:52,Monitor LG,Monitor,5,Venda,1079.05,557.29,Online,Transferência Bancária,DF,Brasília
2014-01-06 12:28:13,Monitor Asus ROG,Monitor,4,Compra,2222.61,1255.59,Distribuidor,Cartão de Crédito,SE,Umbaúba
2014-01-06 13:26:38,Monitor Asus ROG,Monitor,3,Compra,1266.99,685.55,Loja Física,Transferência Bancária,DF,Brasília
2014-01-06 14:26:55,Monitor AOC,Monitor,4,Venda,2039.79,1263.18,Online,Boleto,AM,Tonantins
2014-01-06 14:32:38,Computador Lenovo,Computador,4,Venda,11184.79,5912.81,Distribuidor,Transferência Bancária,SP,Vargem Grande Paulista
2014-01-06 15:34:50,Mouse Redragon,Mouse,3,Venda,364.35,231.07,Distribuidor,Cartão de Crédito,MA,Zé Doca
2014-01-06 16:29:24,Impressora HP,Impressora,4,Compra,1444.44,537.18,Distribuidor,Boleto,RO,Corumbiara
2014-01-06 16:53:43,Monitor LG,Monitor,4,Venda,803.37,450.18,Loja Física,Cartão de Crédito,PB,Várzea
2014-01-07 10:35:54,Computador Dell,Computador,5,Compra,9770.11,5457.28,Online,Cartão de Crédito,MA,Zé Doca
2014-01-08 14:36:03,Monitor LG,Monitor,2,Compra,1704.16,789.58,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2014-01-10 09:30:20,Monitor LG,Monitor,5,Compra,2211.46,1876.09,Loja Física,Transferência Bancária,AM,Tonantins
2014-01-13 10:55:59,Monitor LG,Monitor,4,Venda,849.37,712.88,Loja Física,Transferência Bancária,TO,Palmas
2014-01-13 11:51:20,Impressora Samsung,Impressora,5,Venda,520.19,198.55,Online,Cartão de Crédito,TO,Palmas
2014-01-13 11:55:35,HD Externo SanDisk,Armazenamento,1,Venda,592.79,406.82,Loja Física,A Vista,PR,Fazenda Rio Grande
2014-01-13 12:58:24,Mouse Razer,Mouse,1,Venda,756.94,453.3,Online,Boleto,CE,Quiterianópolis
2014-01-13 13:47:07,Monitor LG,Monitor,3,Compra,656.71,259.43,Distribuidor,A Vista,TO,Palmas
2014-01-14 12:39:40,Notebook Asus,Notebook,1,Compra,1556.02,879.74,Online,A Vista,MG,Itaú de Minas
2014-01-14 13:49:18,Teclado Logitech,Teclado,1,Venda,658.54,290.01,Distribuidor,A Vista,RN,Baraúna
2014-01-14 15:14:16,Mouse Multilaser,Mouse,4,Venda,894.05,313.71,Online,Boleto,GO,Rio Quente
2014-01-14 15:30:24,HD Externo Western Digital,Armazenamento,1,Venda,218.75,71.32,Distribuidor,Cartão de Crédito,RO,Corumbiara
2014-01-16 10:54:34,Impressora HP,Impressora,3,Compra,1524.32,931.96,Online,Cartão de Crédito,ES,Governador Lindenberg
2014-01-16 12:45:28,HD Externo Western Digital,Armazenamento,5,Venda,167.27,63.12,Distribuidor,Boleto,RO,Corumbiara
2014-01-17 14:24:42,Mouse Razer,Mouse,4,Venda,786.11,348.75,Distribuidor,Transferência Bancária,AC,Santa Rosa do Purus
2014-01-20 11:07:24,Monitor Samsung,Monitor,4,Venda,1115.56,909.13,Online,Boleto,ES,Governador Lindenberg
2014-01-20 11:54:44,HD Externo Western Digital,Armazenamento,2,Compra,265.17,137.79,Distribuidor,Cartão de Crédito,GO,Rio Quente
2014-01-20 12:48:57,HD Externo Seagate,Armazenamento,5,Venda,501.35,377.59,Loja Física,Cartão de Crédito,DF,Brasília
2014-01-20 13:26:19,Mouse C3Teck,Mouse,2,Venda,617.57,432.77,Distribuidor,Boleto,RS,Jóia
2014-01-20 16:14:57,Monitor Dell,Monitor,3,Compra,668.81,512.01,Online,A Vista,PE,Fernando de Noronha
2014-01-21 13:42:13,Mouse Logitech,Mouse,1,Venda,1002.24,420.93,Distribuidor,A Vista,ES,Governador Lindenberg
2014-01-22 16:17:24,Mouse C3Teck,Mouse,4,Compra,881.31,275.66,Distribuidor,Cartão de Crédito,MG,Itaú de Minas
2014-01-24 09:38:09,Impressora Samsung,Impressora,3,Compra,1658.88,611.14,Loja Física,Transferência Bancária,AC,Santa Rosa do Purus
2014-01-24 12:47:27,Mouse Multilaser,Mouse,1,Venda,567.21,235.62,Online,A Vista,RO,Corumbiara
2014-01-24 14:07:19,HD Externo Adata,Armazenamento,3,Venda,173.32,107.88,Loja Física,A Vista,DF,Brasília
2014-01-27 09:43:11,Notebook Acer,Notebook,5,Venda,3444.4,1944.74,Distribuidor,A Vista,AP,Pracuúba
2014-01-27 10:47:20,Impressora HP,Impressora,5,Compra,1147.13,587.42,Loja Física,Boleto,AM,Tonantins
2014-01-27 12:51:04,Impressora Epson,Impressora,1,Compra,775.45,346.43,Loja Física,Boleto,DF,Brasília
2014-01-27 14:24:56,Monitor Asus ROG,Monitor,1,Compra,1790.9,1305.8,Online,Transferência Bancária,TO,Palmas
2014-01-27 16:17:26,Monitor Samsung,Monitor,1,Compra,1628.81,854.35,Online,A Vista,PB,Várzea
2014-01-28 12:54:36,Notebook Lenovo,Notebook,5,Compra,3188.92,2408.55,Loja Física,Boleto,GO,Rio Quente
2014-01-29 10:07:09,Computador Lenovo,Computador,4,Venda,7421.49,4537.36,Loja Física,A Vista,PI,Alagoinha do Piauí
2014-01-30 14:19:25,HD Externo Seagate,Armazenamento,5,Venda,410.44,265.2,Loja Física,Transferência Bancária,MG,Itaú de Minas
2014-01-30 15:36:49,Mouse Multilaser,Mouse,4,Venda,378.95,163.97,Loja Física,Transferência Bancária,SC,Tunápolis
2014-01-31 16:46:01,Notebook Acer,Notebook,2,Venda,1697.42,1191.13,Loja Física,Boleto,AM,Tonantins
2014-02-03 09:42:38,Mouse Razer,Mouse,1,Compra,376.38,186.23,Online,Boleto,PB,Várzea
2014-02-03 11:21:46,Notebook Dell,Notebook,2,Compra,882.54,304.26,Online,Transferência Bancária,RR,São Luiz
2014-02-03 11:36:04,Teclado Microsoft,Teclado,5,Venda,1020.51,388.21,Loja Física,Cartão de Crédito,AP,Pracuúba
2014-02-03 11:44:21,Notebook Lenovo,Notebook,5,Compra,1587.89,1136.64,Loja Física,Cartão de Crédito,AM,Tonantins
2014-02-03 12:37:54,Monitor BenQ,Monitor,3,Venda,2309.47,1620.4,Distribuidor,Transferência Bancária,MG,Itaú de Minas
2014-02-03 13:46:36,Teclado Corsair,Teclado,2,Compra,977.41,584.3,Loja Física,Boleto,PR,Fazenda Rio Grande
2014-02-03 14:13:20,Notebook Samsung,Notebook,2,Venda,3258.37,2670.9,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2014-02-03 14:31:16,HD Externo SanDisk,Armazenamento,2,Compra,172.17,91.2,Distribuidor,Transferência Bancária,MS,Juti
2014-02-03 16:00:08,Computador Apple,Computador,2,Venda,12326.53,4135.75,Distribuidor,Boleto,BA,Jaborandi
2014-02-03 16:35:53,HD Externo Western Digital,Armazenamento,5,Venda,266.11,183.8,Online,Cartão de Crédito,MA,Zé Doca
2014-02-05 10:20:02,HD Externo Seagate,Armazenamento,4,Compra,601.18,230.3,Loja Física,Transferência Bancária,GO,Rio Quente
2014-02-05 11:25:39,Computador Dell,Computador,1,Compra,12689.95,6736.43,Loja Física,Transferência Bancária,DF,Brasília
2014-02-05 12:41:18,Monitor Dell,Monitor,5,Compra,664.01,340.64,Online,Boleto,DF,Brasília
2014-02-06 13:53:45,Computador Dell,Computador,4,Compra,4584.7,2932.28,Online,Transferência Bancária,RO,Corumbiara
2014-02-06 16:03:17,Impressora Brother,Impressora,2,Compra,1649.57,1232.63,Loja Física,Boleto,AP,Pracuúba
2014-02-06 16:06:59,Computador HP,Computador,5,Compra,5885.46,4709.65,Online,Boleto,SE,Umbaúba
2014-02-07 16:29:25,HD Externo Western Digital,Armazenamento,5,Venda,597.59,361.24,Online,Cartão de Crédito,BA,Jaborandi
2014-02-10 10:04:34,Computador Lenovo,Computador,5,Compra,3421.05,2072.13,Online,A Vista,PB,Várzea
2014-02-10 10:31:23,HD Externo Western Digital,Armazenamento,1,Compra,278.89,113.71,Distribuidor,Cartão de Crédito,GO,Rio Quente
2014-02-10 12:24:54,Impressora HP,Impressora,4,Venda,960.97,674.08,Loja Física,Transferência Bancária,AM,Tonantins
2014-02-10 13:11:48,Monitor BenQ,Monitor,4,Compra,1330.76,798.82,Online,A Vista,BA,Jaborandi
2014-02-10 13:49:51,Mouse Multilaser,Mouse,3,Compra,702.22,214.03,Distribuidor,Boleto,PE,Fernando de Noronha
2014-02-10 16:10:58,Impressora HP,Impressora,4,Venda,761.4,417.53,Distribuidor,Cartão de Crédito,MS,Juti
2014-02-11 14:07:34,HD Externo SanDisk,Armazenamento,4,Compra,598.49,459.6,Online,Boleto,AC,Santa Rosa do Purus
2014-02-12 11:57:46,Computador Lenovo,Computador,3,Venda,7338.33,2761.25,Loja Física,Cartão de Crédito,SC,Tunápolis
2014-02-12 16:02:27,Monitor AOC,Monitor,1,Compra,1658.2,1333.94,Online,Cartão de Crédito,AC,Santa Rosa do Purus
2014-02-13 15:01:07,Monitor BenQ,Monitor,2,Venda,779.36,412.15,Online,A Vista,GO,Rio Quente
2014-02-14 09:03:05,Teclado Microsoft,Teclado,4,Compra,1221.43,649.99,Loja Física,A Vista,SP,Vargem Grande Paulista
2014-02-14 10:33:21,Notebook Asus,Notebook,4,Venda,1234.49,844.32,Distribuidor,Cartão de Crédito,RR,São Luiz
2014-02-14 15:19:18,Mouse C3Teck,Mouse,1,Compra,282.67,164.7,Loja Física,Transferência Bancária,SP,Vargem Grande Paulista
2014-02-17 11:57:00,Teclado Corsair,Teclado,2,Compra,532.5,295.04,Distribuidor,Cartão de Crédito,PI,Alagoinha do Piauí
2014-02-17 12:24:45,Notebook Dell,Notebook,5,Venda,2280.66,1119.37,Online,Cartão de Crédito,SP,Vargem Grande Paulista
2014-02-17 12:59:19,Monitor LG,Monitor,2,Compra,1281.57,597.29,Distribuidor,A Vista,BA,Jaborandi
2014-02-17 14:34:12,HD Externo Western Digital,Armazenamento,3,Venda,535.43,399.56,Distribuidor,Transferência Bancária,PI,Alagoinha do Piauí
2014-02-17 15:22:30,Monitor Asus ROG,Monitor,2,Venda,1896.18,1223.04,Online,Boleto,SE,Umbaúba
2014-02-17 15:36:34,Notebook Asus,Notebook,3,Venda,2149.91,781.87,Distribuidor,A Vista,SP,Vargem Grande Paulista
2014-02-18 12:43:46,HD Externo Adata,Armazenamento,1,Compra,340.96,121.37,Loja Física,A Vista,PI,Alagoinha do Piauí
2014-02-18 14:57:53,Mouse Razer,Mouse,3,Venda,650.65,429.63,Loja Física,A Vista,RS,Jóia
2014-02-19 09:06:30,Mouse Multilaser,Mouse,5,Venda,291.38,207.65,Online,A Vista,RO,Corumbiara
2014-02-19 09:36:25,Mouse Redragon,Mouse,1,Compra,956.94,522.63,Distribuidor,Cartão de Crédito,AP,Pracuúba
2014-02-19 09:52:09,Computador Apple,Computador,2,Venda,5384.93,2035.11,Online,Boleto,ES,Governador Lindenberg
2014-02-19 10:26:30,Monitor Dell,Monitor,2,Compra,1811.01,1448.41,Loja Física,A Vista,AM,Tonantins
2014-02-19 12:36:50,Teclado Corsair,Teclado,4,Venda,1143.45,825.26,Distribuidor,A Vista,RS,Jóia
2014-02-20 15:16:52,Monitor LG,Monitor,2,Venda,481.11,158.01,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2014-02-20 16:56:51,Computador Apple,Computador,2,Venda,6341.12,5271.34,Online,Cartão de Crédito,MG,Itaú de Minas
2014-02-21 15:26:16,Notebook Asus,Notebook,2,Compra,2076.71,1691.28,Loja Física,A Vista,MS,Juti
